ord,statn,state,county,demv00,repv00,totv00,demsh00,repsh00,demv16,repv16,totv16,demsh16,repsh16,demv20,repv20,totv20,demsh20,repsh20,rep2sh00,rep2sh16,rep2sh20,tot2pty00,tot2pty16,tot2pty20
1697,27,NEBRASKA,ANTELOPE,678,2562,3368,20.1306413301663%,76.0688836104513%,383,2732,3281,11.6732703444072%,83.2672965559281%,452,3093,3583,12.6151269885571%,86.3243092380687%,0.790740740740741,0.877046548956661,0.872496473906911,3240,3115,3545
1698,27,NEBRASKA,ARTHUR,26,235,272,9.55882352941176%,86.3970588235294%,17,244,273,6.22710622710623%,89.3772893772894%,21,260,284,7.3943661971831%,91.5492957746479%,0.900383141762452,0.934865900383142,0.925266903914591,261,261,281
1699,27,NEBRASKA,BANNER,65,390,462,14.0692640692641%,84.4155844155844%,19,357,402,4.72636815920398%,88.8059701492537%,43,362,410,10.4878048780488%,88.2926829268293%,0.857142857142857,0.949468085106383,0.893827160493827,455,376,405
1700,27,NEBRASKA,BLAINE,43,299,349,12.3209169054441%,85.6733524355301%,30,276,317,9.46372239747634%,87.0662460567823%,35,280,317,11.0410094637224%,88.3280757097792%,0.874269005847953,0.901960784313726,0.888888888888889,342,306,315
1701,27,NEBRASKA,BOONE,575,2196,2862,20.0908455625437%,76.7295597484277%,414,2299,2905,14.2512908777969%,79.1394148020654%,499,2653,3217,15.5113459745104%,82.4681380167858%,0.792493684590401,0.847401400663472,0.841687817258883,2771,2713,3152
1702,27,NEBRASKA,BOX BUTTE,1614,3208,5089,31.7154647278444%,63.0379249361368%,965,3617,4924,19.5978878960195%,73.4565393988627%,1051,4002,5181,20.2856591391623%,77.2437753329473%,0.665284114475321,0.789393278044522,0.792004749653671,4822,4582,5053
1703,27,NEBRASKA,BOYD,265,931,1242,21.3365539452496%,74.9597423510467%,128,983,1156,11.0726643598616%,85.0346020761246%,135,1010,1153,11.7085862966175%,87.5975715524718%,0.778428093645485,0.884788478847885,0.882096069868996,1196,1111,1145
1704,27,NEBRASKA,BROWN,250,1375,1684,14.8456057007126%,81.6508313539192%,153,1385,1597,9.58046336881653%,86.7251095804634%,191,1470,1679,11.3758189398451%,87.552114353782%,0.846153846153846,0.900520156046814,0.885009030704395,1625,1538,1661
1705,27,NEBRASKA,BUFFALO,3927,11931,16461,23.85638782577%,72.4804082376526%,4763,14569,21129,22.5424771640873%,68.9526243551517%,6350,16640,23589,26.9193268048667%,70.541354020942%,0.752364737041241,0.753620939375129,0.723792953458025,15858,19332,22990
1706,27,NEBRASKA,BURT,1223,2056,3392,36.0554245283019%,60.6132075471698%,930,2367,3558,26.1382799325464%,66.5261382799325%,1063,2580,3731,28.491021173948%,69.1503618332887%,0.627020433058859,0.717925386715196,0.708207521273676,3279,3297,3643
1707,27,NEBRASKA,BUTLER,1028,2638,3828,26.8547544409613%,68.9132706374086%,691,3079,3981,17.3574478774177%,77.342376287365%,873,3542,4498,19.4086260560249%,78.7461093819475%,0.719585379159847,0.816710875331565,0.802265005662514,3666,3770,4415
1708,27,NEBRASKA,CASS,3656,6144,10280,35.5642023346304%,59.7665369649805%,3484,8452,12933,26.9388386298616%,65.3521997989639%,4737,10121,15284,30.9931954985606%,66.219576027218%,0.626938775510204,0.708109919571046,0.681181854892987,9800,11936,14858
1709,27,NEBRASKA,CEDAR,1062,2989,4269,24.87702037948%,70.016397282736%,571,3532,4420,12.9185520361991%,79.9095022624434%,725,4174,4996,14.5116092874299%,83.546837469976%,0.73784250802271,0.860833536436754,0.852010614411104,4051,4103,4899
1710,27,NEBRASKA,CHASE,306,1505,1875,16.32%,80.2666666666667%,171,1648,1898,9.00948366701791%,86.8282402528978%,226,1740,1993,11.3396889111892%,87.3055694932263%,0.831032578685809,0.905992303463441,0.885045778229908,1811,1819,1966
1711,27,NEBRASKA,CHERRY,446,2322,2847,15.6656129258869%,81.5595363540569%,317,2623,3118,10.1667735728031%,84.1244387427838%,373,2844,3265,11.4241960183767%,87.1056661562021%,0.838872832369942,0.892176870748299,0.884053465962076,2768,2940,3217
1712,27,NEBRASKA,CHEYENNE,844,3207,4186,20.1624462494028%,76.6125179168657%,711,3665,4711,15.0923370834218%,77.7966461473148%,855,3813,4765,17.9433368310598%,80.0209863588667%,0.791656381140459,0.837522851919561,0.816838046272494,4051,4376,4668
1713,27,NEBRASKA,CLAY,774,2326,3215,24.0746500777605%,72.348367029549%,477,2422,3065,15.5628058727569%,79.021207177814%,632,2848,3558,17.7627880831928%,80.0449690837549%,0.750322580645161,0.835460503621939,0.818390804597701,3100,2899,3480
1714,27,NEBRASKA,COLFAX,863,2338,3315,26.0331825037707%,70.5279034690799%,859,2171,3214,26.7268201617922%,67.548226509023%,1025,2636,3717,27.5760021522733%,70.9174065106268%,0.730396751015308,0.716501650165017,0.720021851953018,3201,3030,3661
1715,27,NEBRASKA,CUMING,857,3232,4215,20.3321470937129%,76.6785290628707%,719,3122,4074,17.6485027000491%,76.6323024054983%,870,3507,4451,19.5461694001348%,78.7912828577848%,0.790413303986305,0.812809164280135,0.80123372172721,4089,3841,4377
1716,27,NEBRASKA,CUSTER,976,4245,5414,18.0273365349095%,78.4078315478389%,641,4695,5652,11.3411181882519%,83.067940552017%,786,5090,5993,13.1153011847155%,84.9324211580177%,0.813062631679755,0.879872563718141,0.866235534377127,5221,5336,5876
1717,27,NEBRASKA,DAKOTA,2695,3119,6061,44.464609800363%,51.4601550899192%,2314,3616,6279,36.8530020703934%,57.5887880235706%,2744,3926,6794,40.3885781571975%,57.7862820135414%,0.536463708290334,0.609780775716695,0.588605697151424,5814,5930,6670
1718,27,NEBRASKA,DAWES,823,2549,3621,22.7285280309307%,70.3949185307926%,801,2632,3676,21.7899891186072%,71.5995647442873%,1082,2931,4121,26.2557631642805%,71.1235137102645%,0.755931198102017,0.766676376347218,0.730376277099427,3372,3433,4013
1719,27,NEBRASKA,DAWSON,1740,5511,7507,23.1783668575996%,73.4114826162249%,2136,5984,8635,24.7365373480023%,69.2993630573248%,2497,6524,9178,27.2063630420571%,71.0830246241011%,0.760033098882913,0.736945812807882,0.723201418911429,7251,8120,9021
1720,27,NEBRASKA,DEUEL,213,783,1033,20.6195546950629%,75.7986447241045%,120,809,984,12.1951219512195%,82.2154471544716%,141,871,1032,13.6627906976744%,84.3992248062015%,0.786144578313253,0.870828848223897,0.860671936758893,996,929,1012
1721,27,NEBRASKA,DIXON,820,1834,2792,29.3696275071633%,65.6876790830946%,556,2041,2782,19.9856218547807%,73.3644859813084%,651,2335,3083,21.115796302303%,75.7379176127149%,0.691032403918613,0.785906815556411,0.781982585398526,2654,2597,2986
1722,27,NEBRASKA,DODGE,5021,8871,14472,34.6945826423438%,61.2976782752902%,4544,9933,15529,29.2613819305815%,63.964196020349%,5544,10984,16876,32.8513865844987%,65.086513391799%,0.638568960552836,0.686122815500449,0.664569215876089,13892,14477,16528
1723,27,NEBRASKA,DOUGLAS,73347,101025,183156,40.0461901330014%,55.1578981851536%,113798,108077,240433,47.3304413287694%,44.950984265887%,150350,119159,274951,54.6824706947783%,43.3382675458536%,0.579364806276237,0.487107605633803,0.442133657874134,174372,221875,269509
1724,27,NEBRASKA,DUNDY,179,801,1011,17.7052423343225%,79.2284866468843%,89,823,953,9.3389296956978%,86.3588667366212%,105,883,999,10.5105105105105%,88.3883883883884%,0.81734693877551,0.902412280701754,0.893724696356275,980,912,988
1725,27,NEBRASKA,FILLMORE,848,2024,2998,28.285523682455%,67.5116744496331%,613,2130,2941,20.8432505950357%,72.4243454607277%,693,2359,3134,22.1123165283982%,75.271218889598%,0.704735376044568,0.776522056142909,0.772935779816514,2872,2743,3052
1726,27,NEBRASKA,FRANKLIN,420,1196,1668,25.1798561151079%,71.7026378896883%,250,1347,1673,14.9432157800359%,80.5140466228332%,276,1437,1724,16.0092807424594%,83.3526682134571%,0.74009900990099,0.843456480901691,0.838879159369527,1616,1597,1713
1727,27,NEBRASKA,FRONTIER,244,1102,1393,17.516152189519%,79.1098348887294%,161,1110,1328,12.1234939759036%,83.5843373493976%,189,1229,1440,13.125%,85.3472222222222%,0.818722139673105,0.873328088119591,0.866713681241185,1346,1271,1418
1728,27,NEBRASKA,FURNAS,534,1849,2431,21.9662690250926%,76.0592348827643%,304,1921,2340,12.991452991453%,82.0940170940171%,399,2163,2601,15.3402537485582%,83.1603229527105%,0.775912715065044,0.863370786516854,0.844262295081967,2383,2225,2562
1729,27,NEBRASKA,GAGE,3516,5538,9506,36.9871660004208%,58.2579423521986%,2935,6380,10048,29.2097929936306%,63.4952229299363%,3385,7445,11068,30.5836646187206%,67.2659920491507%,0.611663353214049,0.68491680085883,0.687442289935365,9054,9315,10830
1730,27,NEBRASKA,GARDEN,203,963,1219,16.6529942575882%,78.9991796554553%,153,869,1075,14.2325581395349%,80.8372093023256%,161,1016,1195,13.4728033472803%,85.020920502092%,0.82590051457976,0.850293542074364,0.86321155480034,1166,1022,1177
1731,27,NEBRASKA,GARFIELD,202,718,963,20.9761163032191%,74.5586708203531%,121,821,980,12.3469387755102%,83.7755102040816%,133,933,1075,12.3720930232558%,86.7906976744186%,0.780434782608696,0.871549893842887,0.875234521575985,920,942,1066
1732,27,NEBRASKA,GOSPER,228,757,1014,22.4852071005917%,74.65483234714%,166,794,1010,16.4356435643564%,78.6138613861386%,215,893,1118,19.2307692307692%,79.8747763864043%,0.768527918781726,0.827083333333333,0.805956678700361,985,960,1108
1733,27,NEBRASKA,GRANT,49,324,385,12.7272727272727%,84.1558441558442%,20,367,405,4.93827160493827%,90.6172839506173%,20,375,402,4.97512437810945%,93.2835820895522%,0.868632707774799,0.948320413436692,0.949367088607595,373,387,395
1734,27,NEBRASKA,GREELEY,416,839,1310,31.7557251908397%,64.0458015267176%,210,912,1175,17.8723404255319%,77.6170212765958%,229,1016,1258,18.2034976152623%,80.7631160572337%,0.668525896414343,0.812834224598931,0.816064257028113,1255,1122,1245
1735,27,NEBRASKA,HALL,5952,11803,18546,32.0931737301844%,63.6417556346382%,6282,14408,22060,28.4768812330009%,65.312783318223%,7681,16189,24374,31.5130877164191%,66.4191351440059%,0.664770487186708,0.69637506041566,0.678215333054043,17755,20690,23870
1736,27,NEBRASKA,HAMILTON,1066,3251,4491,23.7363616121131%,72.3892228902249%,878,3783,5004,17.5459632294165%,75.5995203836931%,1118,4309,5533,20.2060365082234%,77.8781854328574%,0.753069261060922,0.811628405921476,0.793992997973098,4317,4661,5427
1737,27,NEBRASKA,HARLAN,438,1358,1852,23.6501079913607%,73.3261339092873%,254,1496,1832,13.8646288209607%,81.6593886462882%,282,1615,1928,14.6265560165975%,83.7655601659751%,0.756124721603563,0.854857142857143,0.851344227727992,1796,1750,1897
1738,27,NEBRASKA,HAYES,66,486,571,11.5586690017513%,85.1138353765324%,30,472,514,5.83657587548638%,91.8287937743191%,34,494,534,6.36704119850187%,92.5093632958802%,0.880434782608696,0.940239043824701,0.935606060606061,552,502,528
1739,27,NEBRASKA,HITCHCOCK,312,1126,1480,21.0810810810811%,76.0810810810811%,161,1232,1468,10.9673024523161%,83.9237057220708%,175,1264,1469,11.9128658951668%,86.0449285228046%,0.783031988873435,0.884422110552764,0.878387769284225,1438,1393,1439
1740,27,NEBRASKA,HOLT,846,3954,4959,17.059891107078%,79.7338173018754%,531,4354,5118,10.3751465416178%,85.0722938647909%,686,4769,5537,12.3893805309735%,86.1296731081813%,0.82375,0.891299897645855,0.874243813015582,4800,4885,5455
1741,27,NEBRASKA,HOOKER,74,317,409,18.0929095354523%,77.5061124694377%,40,355,417,9.59232613908873%,85.1318944844125%,59,376,442,13.3484162895928%,85.0678733031674%,0.81074168797954,0.89873417721519,0.864367816091954,391,395,435
1742,27,NEBRASKA,HOWARD,955,1760,2827,33.7813937035727%,62.2568093385214%,544,2284,2994,18.1696726786907%,76.2859051436206%,648,2786,3501,18.5089974293059%,79.5772636389603%,0.648250460405157,0.807637906647808,0.811298776936517,2715,2828,3434
1743,27,NEBRASKA,JEFFERSON,1361,2351,3847,35.3782167923057%,61.1125552378477%,837,2399,3494,23.955352032055%,68.6605609616485%,1016,2616,3716,27.3412271259419%,70.3982777179763%,0.633351293103448,0.741347342398022,0.720264317180617,3712,3236,3632
1744,27,NEBRASKA,JOHNSON,794,1210,2112,37.594696969697%,57.2916666666667%,563,1355,2089,26.9506941120153%,64.8635710866443%,647,1518,2229,29.0264692687304%,68.1022880215343%,0.603792415169661,0.706465067778936,0.701154734411085,2004,1918,2165
1745,27,NEBRASKA,KEARNEY,680,2333,3122,21.7809096732864%,74.7277386290839%,550,2531,3296,16.6868932038835%,76.7900485436893%,701,2822,3604,19.4506104328524%,78.3018867924528%,0.774311317623631,0.82148653034729,0.80102185637241,3013,3081,3523
1746,27,NEBRASKA,KEITH,778,2953,3849,20.213042348662%,76.7212262925435%,571,3235,4034,14.154685176004%,80.193356470005%,763,3544,4364,17.4839596700275%,81.2098991750687%,0.79147681586706,0.849973725696269,0.822846528906431,3731,3806,4307
1747,27,NEBRASKA,KEYA PAHA,78,422,513,15.2046783625731%,82.261208576998%,40,460,519,7.70712909441233%,88.6319845857418%,49,476,529,9.26275992438563%,89.9810964083176%,0.844,0.92,0.906666666666667,500,500,525
1748,27,NEBRASKA,KIMBALL,379,1379,1820,20.8241758241758%,75.7692307692308%,230,1330,1677,13.7149672033393%,79.3082886106142%,268,1563,1874,14.3009605122732%,83.4044823906083%,0.784414106939704,0.852564102564103,0.853631895139268,1758,1560,1831
1749,27,NEBRASKA,KNOX,1037,2784,3978,26.0683760683761%,69.9849170437406%,720,3188,4115,17.4969623329283%,77.4726609963548%,905,3721,4697,19.2676176282734%,79.2207792207792%,0.72860507720492,0.815762538382804,0.804366623432771,3821,3908,4626
1750,27,NEBRASKA,LANCASTER,44650,55514,107132,41.6775566590748%,51.8183175895157%,61898,61588,136223,45.4387291426558%,45.2111611108256%,82293,70092,156091,52.7211690616371%,44.9045748954136%,0.554231061059862,0.498744796981034,0.45996653213899,100164,123486,152385
1751,27,NEBRASKA,LINCOLN,5205,9220,15114,34.4382691544264%,61.0030435357946%,2913,12164,16131,18.0583968755812%,75.4076002727667%,3692,13071,17107,21.5818086163559%,76.4073186414918%,0.639168110918544,0.806791802082642,0.779753027501044,14425,15077,16763
1752,27,NEBRASKA,LOGAN,60,336,412,14.5631067961165%,81.5533980582524%,32,400,453,7.06401766004415%,88.3002207505519%,38,407,450,8.44444444444444%,90.4444444444444%,0.848484848484848,0.925925925925926,0.914606741573034,396,432,445
1753,27,NEBRASKA,LOUP,84,284,378,22.2222222222222%,75.1322751322751%,48,323,385,12.4675324675325%,83.8961038961039%,75,370,454,16.5198237885463%,81.4977973568282%,0.771739130434783,0.870619946091644,0.831460674157303,368,371,445
1754,27,NEBRASKA,MADISON,2772,9636,12853,21.5669493503462%,74.9708239321559%,2711,10628,14343,18.9012061632852%,74.0988635571359%,3478,11940,15765,22.0615287028227%,75.7373929590866%,0.776595744680851,0.796761376415024,0.774419509664029,12408,13339,15418
1755,27,NEBRASKA,MCPHERSON,48,244,301,15.9468438538206%,81.0631229235881%,14,257,287,4.87804878048781%,89.5470383275261%,17,275,302,5.62913907284768%,91.0596026490066%,0.835616438356164,0.948339483394834,0.941780821917808,292,271,292
1756,27,NEBRASKA,MERRICK,848,2380,3340,25.3892215568862%,71.2574850299401%,602,2926,3788,15.8922914466737%,77.2439281942978%,743,3419,4257,17.4536058256988%,80.3147756636129%,0.73729863692689,0.829365079365079,0.821480057664584,3228,3528,4162
1757,27,NEBRASKA,MORRILL,460,1597,2138,21.5154349859682%,74.6959775491113%,284,1802,2209,12.856496152105%,81.5753734721594%,386,2113,2557,15.0958154086821%,82.6359014470082%,0.77637335926106,0.86385426653883,0.845538215286114,2057,2086,2499
1758,27,NEBRASKA,NANCE,497,1105,1665,29.8498498498499%,66.3663663663664%,281,1261,1621,17.3349784083899%,77.7914867365824%,359,1437,1828,19.6389496717724%,78.6105032822757%,0.68976279650437,0.817769130998703,0.80011135857461,1602,1542,1796
1759,27,NEBRASKA,NEMAHA,1063,2177,3369,31.5523894330662%,64.6185811813595%,785,2116,3161,24.8339133185701%,66.9408415058526%,921,2428,3423,26.9062226117441%,70.9319310546304%,0.671913580246914,0.729403653912444,0.7249925350851,3240,2901,3349
1760,27,NEBRASKA,NUCKOLLS,644,1701,2443,26.3610315186246%,69.6275071633238%,353,1726,2205,16.0090702947846%,78.2766439909297%,409,1857,2303,17.7594442032132%,80.6339557099436%,0.725373134328358,0.83020683020683,0.819505736981465,2345,2079,2266
1761,27,NEBRASKA,OTOE,2208,4178,6662,33.1432002401681%,62.7138997298109%,2025,4860,7457,27.15569263779%,65.173662330696%,2490,5649,8315,29.9458809380637%,67.9374624173181%,0.654243658001879,0.705882352941176,0.694065610025802,6386,6885,8139
1762,27,NEBRASKA,PAWNEE,522,937,1519,34.3647136273864%,61.6853192890059%,279,974,1327,21.024868123587%,73.3986435568953%,322,1071,1429,22.5332400279916%,74.9475157452764%,0.642220699108979,0.777334397446129,0.768844221105528,1459,1253,1393
1763,27,NEBRASKA,PERKINS,243,1170,1452,16.7355371900826%,80.5785123966942%,161,1217,1455,11.0652920962199%,83.6426116838488%,199,1321,1544,12.8886010362694%,85.5569948186529%,0.828025477707006,0.883164005805515,0.869078947368421,1413,1378,1520
1764,27,NEBRASKA,PHELPS,934,3575,4627,20.1858655716447%,77.2638858871839%,572,3849,4695,12.1831735889244%,81.9808306709265%,752,4157,5009,15.0129766420443%,82.9906168895987%,0.792858726990464,0.870617507351278,0.846811977999593,4509,4421,4909
1765,27,NEBRASKA,PIERCE,570,2534,3208,17.7680798004988%,78.9900249376559%,382,3052,3630,10.5234159779614%,84.0771349862259%,480,3462,4006,11.9820269595607%,86.4203694458313%,0.816365979381443,0.888759464181712,0.878234398782344,3104,3434,3942
1766,27,NEBRASKA,PLATTE,2612,9861,12859,20.3126215102263%,76.6855898592426%,2646,10965,14433,18.3329869050094%,75.9717314487633%,3260,12186,15673,20.8001020863906%,77.7515472468577%,0.79058766936583,0.80559841304827,0.788942120937459,12473,13611,15446
1767,27,NEBRASKA,POLK,610,1925,2613,23.3448143895905%,73.6701109835438%,413,2028,2582,15.995352439969%,78.5437645236251%,530,2291,2879,18.4091698506426%,79.5762417506078%,0.759368836291913,0.830807046292503,0.812123360510457,2535,2441,2821
1768,27,NEBRASKA,RED WILLOW,1188,3680,5025,23.6417910447761%,73.2338308457711%,645,4258,5170,12.4758220502901%,82.3597678916828%,811,4525,5452,14.8752751283933%,82.9970652971387%,0.755957271980279,0.868447889047522,0.848013493253373,4868,4903,5336
1769,27,NEBRASKA,RICHARDSON,1382,2623,4150,33.3012048192771%,63.2048192771084%,818,2769,3805,21.4980289093298%,72.772667542707%,996,3073,4126,24.1396025206011%,74.4789142026175%,0.654931335830212,0.771954279342069,0.755222413369378,4005,3587,4069
1770,27,NEBRASKA,ROCK,141,725,894,15.7718120805369%,81.0961968680089%,70,687,798,8.7719298245614%,86.0902255639098%,84,744,841,9.98810939357907%,88.4661117717004%,0.837182448036952,0.907529722589168,0.898550724637681,866,757,828
1771,27,NEBRASKA,SALINE,2321,2581,5145,45.11175898931%,50.1652089407191%,1733,3004,5136,33.7422118380062%,58.4890965732087%,1986,3631,5770,34.419410745234%,62.9289428076257%,0.526519787841697,0.634156639223137,0.646430478903329,4902,4737,5617
1772,27,NEBRASKA,SARPY,14637,28979,45278,32.3269579045011%,64.0023852643668%,28033,45143,80580,34.789029535865%,56.0225862496898%,41206,51979,95673,43.0696225685408%,54.3298527275198%,0.664412142333089,0.616909915819394,0.557804367655739,43616,73176,93185
1773,27,NEBRASKA,SAUNDERS,2852,5688,8919,31.9766789998879%,63.773965691221%,2523,7555,10860,23.232044198895%,69.5672191528545%,3331,9108,12735,26.1562622693365%,71.5194346289753%,0.666042154566745,0.749652708870808,0.73221320041804,8540,10078,12439
1774,27,NEBRASKA,SCOTTS BLUFF,3937,9397,13839,28.4485873256738%,67.9023050798468%,3207,10076,14317,22.399944122372%,70.3778724593141%,4196,10952,15469,27.1252181782921%,70.7996638438167%,0.704739763011849,0.758563577505082,0.722999735938738,13334,13283,15148
1775,27,NEBRASKA,SEWARD,2250,4457,7016,32.0695553021665%,63.5262257696693%,1875,5454,7922,23.6682655894976%,68.8462509467306%,2438,6490,9142,26.6681251367316%,70.9910304091009%,0.664529595944536,0.744167007777323,0.726926523297491,6707,7329,8928
1776,27,NEBRASKA,SHERIDAN,392,2105,2576,15.2173913043478%,81.7158385093168%,287,2211,2608,11.0046012269939%,84.7776073619632%,340,2292,2672,12.7245508982036%,85.7784431137725%,0.843011613936724,0.885108086469175,0.870820668693009,2497,2498,2632
1777,27,NEBRASKA,SHERMAN,564,1072,1705,33.0791788856305%,62.8739002932551%,340,1150,1573,21.6147488874762%,73.1087094723458%,343,1322,1698,20.2002355712603%,77.8563015312132%,0.655256723716381,0.771812080536913,0.793993993993994,1636,1490,1665
1778,27,NEBRASKA,SIOUX,98,629,752,13.031914893617%,83.6436170212766%,81,616,736,11.0054347826087%,83.695652173913%,72,642,729,9.87654320987654%,88.0658436213992%,0.865199449793673,0.883787661406026,0.899159663865546,727,697,714
1779,27,NEBRASKA,STANTON,500,1895,2486,20.1126307320998%,76.2268704746581%,417,2187,2801,14.8875401642271%,78.0792574080685%,532,2561,3161,16.830117051566%,81.0186649794369%,0.791231732776618,0.839861751152074,0.827998706757194,2395,2604,3093
1780,27,NEBRASKA,THAYER,821,2096,3006,27.3120425815037%,69.7272122421823%,499,2051,2690,18.5501858736059%,76.2453531598513%,624,2308,2980,20.9395973154362%,77.4496644295302%,0.718546451834076,0.804313725490196,0.787175989085948,2917,2550,2932
1781,27,NEBRASKA,THOMAS,55,329,395,13.9240506329114%,83.2911392405063%,30,344,393,7.63358778625954%,87.5318066157761%,45,377,427,10.5386416861827%,88.2903981264637%,0.856770833333333,0.919786096256684,0.893364928909953,384,374,422
1782,27,NEBRASKA,THURSTON,924,1040,2082,44.3804034582133%,49.9519692603266%,919,1043,2088,44.0134099616858%,49.9521072796935%,1122,1180,2325,48.258064516129%,50.752688172043%,0.529531568228106,0.531600407747197,0.5125977410947,1964,1962,2302
1783,27,NEBRASKA,VALLEY,583,1610,2263,25.7622624834291%,71.1444984533805%,339,1780,2205,15.3741496598639%,80.7256235827664%,412,1901,2340,17.6068376068376%,81.2393162393162%,0.734154126766986,0.840018876828693,0.82187635105923,2193,2119,2313
1784,27,NEBRASKA,WASHINGTON,2550,5758,8626,29.5617899373986%,66.7516809645259%,2623,7424,10832,24.2152880354505%,68.5376661742984%,3554,8583,12413,28.6312736647064%,69.1452509465883%,0.69306692344728,0.738927042898378,0.707176402735437,8308,10047,12137
1785,27,NEBRASKA,WAYNE,1001,2774,3940,25.4060913705584%,70.4060913705584%,835,2693,3776,22.1133474576271%,71.3188559322034%,1022,3055,4200,24.3333333333333%,72.7380952380952%,0.734834437086093,0.763321995464853,0.749325484424822,3775,3528,4077
1786,27,NEBRASKA,WEBSTER,584,1302,1945,30.025706940874%,66.9408740359897%,306,1330,1708,17.9156908665105%,77.8688524590164%,335,1511,1876,17.8571428571429%,80.543710021322%,0.690349946977731,0.812958435207824,0.818526543878657,1886,1636,1846
1787,27,NEBRASKA,WHEELER,85,351,453,18.7637969094923%,77.4834437086093%,62,377,465,13.3333333333333%,81.0752688172043%,59,438,502,11.7529880478088%,87.2509960159363%,0.805045871559633,0.85876993166287,0.881287726358149,436,439,497
1788,27,NEBRASKA,YORK,1407,4816,6460,21.7801857585139%,74.5510835913313%,1186,4700,6381,18.5864284594891%,73.6561667450243%,1630,5337,7143,22.8195436091278%,74.7165056698866%,0.773903262092238,0.798504926945294,0.766039902397014,6223,5886,6967
1790,28,NEVADA,CARSON CITY,7354,11084,19452,37.8058811433272%,56.9812872712317%,9610,13125,25016,38.4154141349536%,52.4664214902462%,12735,16113,29739,42.8225562392818%,54.1813779885%,0.601149799327476,0.57730371673631,0.558548252911814,18438,22735,28848
1791,28,NEVADA,CHURCHILL,2191,6237,8823,24.8328233027315%,70.6902414144849%,2210,7830,10938,20.2047906381423%,71.5852989577619%,3048,9367,12881,23.6627591025541%,72.7195093548638%,0.740033222591362,0.779880478087649,0.754490535642368,8428,10040,12415
1792,28,NEVADA,CLARK,196100,170932,382198,51.3084840841658%,44.7234156118033%,402227,320057,767156,52.4309266954831%,41.7199370141145%,521777,430809,972308,53.6637567519757%,44.3078736367489%,0.465714161163059,0.443117942526762,0.452252080127149,367032,722284,952586
1793,28,NEVADA,DOUGLAS,5837,11193,17974,32.4746856570602%,62.2732836319128%,8454,17415,27885,30.3173749327595%,62.4529316837009%,11570,21623,34117,33.912712137644%,63.3789606354603%,0.657251908396947,0.673199582511887,0.651432530955322,17030,25869,33193
1794,28,NEVADA,ELKO,2542,11025,14180,17.9266572637518%,77.7503526093089%,3401,13551,18559,18.3253408050003%,73.01578748855%,4555,16734,21957,20.7450926811495%,76.2125973493647%,0.812633596226137,0.799374705049552,0.786039738832261,13567,16952,21289
1795,28,NEVADA,ESMERALDA,116,333,491,23.6252545824847%,67.8207739307536%,65,329,423,15.3664302600473%,77.7777777777778%,72,395,480,15%,82.2916666666667%,0.741648106904232,0.83502538071066,0.845824411134904,449,394,467
1796,28,NEVADA,EUREKA,150,632,837,17.921146953405%,75.5077658303465%,74,723,854,8.66510538641686%,84.6604215456675%,104,887,1008,10.3174603174603%,87.9960317460317%,0.808184143222506,0.907151819322459,0.895055499495459,782,797,991
1797,28,NEVADA,HUMBOLDT,1128,3638,5030,22.4254473161034%,72.3260437375746%,1386,4521,6433,21.5451577801959%,70.2782527592103%,1689,5877,7771,21.7346544846223%,75.6273323896538%,0.763323541754091,0.76536312849162,0.776764472640761,4766,5907,7566
1798,28,NEVADA,LANDER,395,1619,2119,18.6408683341199%,76.4039641340255%,403,1828,2413,16.7012018234563%,75.7563199336925%,496,2198,2765,17.9385171790235%,79.4936708860759%,0.803872889771599,0.819363514119229,0.815887156644395,2014,2231,2694
1799,28,NEVADA,LINCOLN,461,1372,1956,23.5685071574642%,70.1431492842536%,285,1671,2132,13.3677298311445%,78.3771106941839%,330,2067,2446,13.4914145543745%,84.5053147996729%,0.748499727223132,0.854294478527607,0.862327909887359,1833,1956,2397
1800,28,NEVADA,LYON,3955,7270,11992,32.9803202134757%,60.6237491661107%,6146,16005,23762,25.8648261930814%,67.3554414611565%,8472,20906,30229,28.0260676833504%,69.1587548380694%,0.647661469933185,0.722540743081576,0.711620940840084,11225,22151,29378
1801,28,NEVADA,MINERAL,916,1227,2293,39.9476668120366%,53.5106846925425%,637,1179,1997,31.8978467701552%,59.0385578367551%,824,1420,2327,35.4103996562097%,61.022776106575%,0.572561829211386,0.649229074889868,0.632798573975045,2143,1816,2244
1802,28,NEVADA,NYE,4525,6904,12181,37.148017404154%,56.6784336261391%,5094,13324,19595,25.9964276601174%,67.9969379943863%,7287,17527,25376,28.7161097099622%,69.0691992433796%,0.604077347099484,0.723422738625258,0.70633513339244,11429,18418,24814
1803,28,NEVADA,PERSHING,476,1221,1802,26.4150943396226%,67.7580466148724%,430,1403,1982,21.6952573158426%,70.787083753784%,547,1731,2320,23.5775862068966%,74.6120689655172%,0.719505008839128,0.765411893071467,0.759877085162423,1697,1833,2278
1804,28,NEVADA,STOREY,666,1014,1798,37.0411568409344%,56.3959955506118%,752,1616,2558,29.3979671618452%,63.1743549648163%,900,1901,2868,31.3807531380753%,66.2831241283124%,0.603571428571429,0.682432432432432,0.678686183505891,1680,2368,2801
1805,28,NEVADA,WASHOE,52097,63640,122301,42.5973622456072%,52.0355516308125%,97379,94758,209909,46.3910551715267%,45.1424188576955%,128052,116653,251956,50.8231595992951%,46.2989569607392%,0.549867371713454,0.493179345987499,0.476708690055373,115737,192137,244705
